polymer_SMILES;temperature_C;log_viscosity;dynamic_bond_type
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1;140.26911414338315;7.819509911381693;transesterification
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1;149.65995235001083;6.877541805735097;transesterification
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1;159.95993069092486;6.241857012683113;transesterification
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1;169.85867446393763;5.762716196014001;transesterification
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1;179.89549491011482;5.230073697290733;transesterification
