polymer_SMILES;temperature_C;storage_modulus_Pa;catalyst_smiles;dynamic_bond_type
"C1C(O1)CN(CC2CO2)C3=CC=C(C=C3)CC4=CC=C(C=C4)N(CC5CO5)CC6CO6
";81.41734236678502;30404846.436489433;C1CCN2CCCN=C2CC1;transesterification
