polymer_SMILES;temperature_C;normalized_fluorescence_intensity;dynamic_bond_type
C(=C(C1=CC=CC=C1)C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4;101.00613218260278;0.03137254901960773;transesterification
