record_id,source_id,polymer_name,monomer_components_smiles,dynamic_link_type,catalyst_name,catalyst_loading_mol_pct,tg_value_c,relaxation_time_s,relaxation_temp_c,activation_energy_kj_mol,data_provenance,doi,conflict_flag,extraction_method,notes
rec_vit_web_vashisth_lab_1580,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCc1ccnc(NC(=O)CN2CCC(COCC(=O)O)CC2)c1.COCc1ccc(NC(=O)C(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,144.4651,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1581,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCc1ccc(NC(=O)c2cccnc2N2CCCC2)cc1COCC(=O)O.O=C(OCC(=O)N(CC1CO1)CC1CO1)c1ccc2c(c1)CCC2,transesterification,,,142.9984,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1582,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCNC(=O)NCc1ccccc1OCCC(=O)O.Cc1ccc(C(=O)N(C)Cc2ccccc2OCC2CO2)c(OCC2CO2)c1C,transesterification,,,100.00570000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1583,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)N1CCN(C2CCN(CC(=O)N(CCC(=O)O)CCC(=O)O)CC2)CC1.CC(C)CC(=O)NCCC(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,74.8911,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1584,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCCOCC(=O)N1CCC(CNCCOCCC(=O)O)CC1.O=C(c1ccccc1Nc1ccccc1)N(CC1CO1)CC1CO1,transesterification,,,65.1515,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1585,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cn1cc(NC(=O)N2CCC(CCC(=O)O)CC2)cc1C(=O)O.CCCN(Cc1ccccc1OCC1CO1)C(=O)C(=O)c1ccc(OCC2CO2)cc1,transesterification,,,144.1331,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1586,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)n1ccc(CC(=O)N(CCC(=O)O)CCC(=O)O)n1.O=C(NCC1CCCCCC1)c1c(OCC2CO2)cccc1OCC1CO1,transesterification,,,78.04560000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1587,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCCN(CCOCC(=O)O)C1CCN(C(=O)c2ccccn2)CC1.O=C(C=Cc1ccc(OCc2ccncc2)cc1)c1cc(OCC2CO2)ccc1OCC1CO1,transesterification,,,74.31460000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1588,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)Oc1ccc(C(=O)O)cc1NC(=O)c1nccnc1C(=O)O.CN1CCC(CNC(=O)c2cccc(OCC3CO3)c2OCC2CO2)CC1,transesterification,,,145.08140000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1589,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)c1ccc(OCCNC(=O)CNC(COCC(=O)O)COCC(=O)O)cc1.O=C(NCc1ccc(OCC2CO2)c(OCC2CO2)c1)c1ccc(C2CCCCC2)cc1,transesterification,,,96.94150000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1590,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)c1cccc(CNC(CCC(=O)O)C(=O)O)c1.COc1ccc(C(=NO)c2ccc(OCC3CO3)cc2OCC2CO2)cc1,transesterification,,,76.1302,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1591,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCc1ccc(NC(=O)CNC(=O)c2ccc(O)cc2)cc1COCC(=O)O.Cc1nc(OCC2CO2)c2ccc(C(=O)Nc3ccc(C)c(OCC4CO4)c3)cc2n1,transesterification,,,134.13830000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1592,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCCN1CCN(C(=O)CCCOCCC(=O)O)CC1.O=C(CNC(=O)N1CCCC1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,74.67930000000001,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1593,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,COCCCOc1cccc(C(=O)N(CCC(=O)O)CCC(=O)O)c1C.CCCCN(CCCOCC1CO1)C(=O)c1ccc(COCC2CO2)cc1OC,transesterification,,,34.8732,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1594,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCC(CCC(=O)O)C(=O)NCCc1ccc(OCC(=O)NC2CC2)cc1.CCOCC(=O)N1CCN(CC(=O)N(CC2CO2)CC2CO2)CC1,transesterification,,,50.303300000000036,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1595,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CN(CCCCCCC(=O)O)CCCCCCC(=O)O.CN(Cc1cccc(OCC2CO2)n1)C(=O)Cc1ccc(OCC2CO2)cc1,transesterification,,,73.46820000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1596,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC1(C(=O)N(CCC(=O)O)CCC(=O)O)CCN(Cc2ccccc2)CC1.c1ccc2c(CNC(COCC3CO3)COCC3CO3)cccc2c1,transesterification,,,46.47430000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1597,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCOc1ccc(NC(=O)CC2(CC(=O)O)CCCCC2)cc1.COc1cc(OCC2CO2)ncc1C(=O)N1CCN(Cc2ccc(OCC3CO3)cc2)CC1,transesterification,,,104.4126,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1598,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,COC(=O)c1ccc(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)n1C.COC(=O)c1ccc(CC(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,135.27390000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1599,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)CCCC(=O)C1CC1.CCOc1cc(OCC2CO2)ccc1NC(=O)c1c(C)ccnc1OCC1CO1,transesterification,,,77.89600000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1600,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CN(CCNC(=O)C(CCC(=O)O)CCC(=O)O)c1cnc2ccccc2n1.CC(C)Cn1cc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cn1,transesterification,,,76.38190000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1601,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(CNC(=O)c1cccc(C(=O)O)c1)C(=O)O.Cc1ccc(NC(=O)c2cncc(OCC3CO3)c2)cc1OCC1CO1,transesterification,,,146.2885,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1602,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,NC(=O)c1ccc(CN(C(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)C2CC2)cc1.Cc1cc(C)c(OCC2CO2)cc1NC(=O)CCc1ccc2ccccc2c1OCC1CO1,transesterification,,,187.88570000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1603,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCc1cc(COCC(=O)O)cc(NC(=O)CCCOc2ccccc2)c1.Cc1ccc(C(=O)NCCNC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,transesterification,,,93.89610000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1604,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1ccc(N2CCC(C(=O)N(CCC(=O)O)CCC(=O)O)CC2)nc1.CC(C)Oc1ncccc1NC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,transesterification,,,140.13930000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1605,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)c1ccc(NN=Cc2ccccc2OCc2ccc(C(=O)O)o2)cc1.O=C(O)COc1ccc(C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,transesterification,,,113.61620000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1606,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(OC(=O)CCCC(=O)O)C(=O)NC(=O)NCCC(=O)O.O=C(NCCc1ccc(OCC2CO2)cc1)C(=O)Nc1ccc(OCC2CO2)cc1,transesterification,,,113.63620000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1607,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1ccnc(OC2CCN(C(=O)C(CCC(=O)O)CCC(=O)O)CC2)c1.CC(C)CCC(=O)Nc1ccc(COCC2CO2)c(COCC2CO2)c1,transesterification,,,77.10180000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1608,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1cccc(CCC(=O)O)c1OCCCCNCCC(=O)O.Cc1cc(NC(=O)CCc2ccc(OCC3CO3)cc2)cc(OCC2CO2)c1,transesterification,,,76.2165,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1609,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,COc1cc(NC(=O)CN(C)C(=O)C(CCC(=O)O)CCC(=O)O)cc(OC)c1.CCC(=O)Nc1ccc(C)c(NCC(=O)N(CC2CO2)CC2CO2)c1,transesterification,,,111.84500000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1610,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CCNC(=O)Nc1cccc(NC(=O)N(CCCOCC(=O)O)CCOCC(=O)O)c1C.O=C(Nc1ccc2ncccc2c1)c1cccc(OCC2CO2)c1OCC1CO1,transesterification,,,120.05760000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1611,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)CN1C(=O)c2cccc3cccc1c23.O=C(NCCN1CCN(c2ccccc2)CC1)C(=O)N(CC1CO1)CC1CO1,transesterification,,,118.62240000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1612,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CCN(CC)C(=O)c1ccc(NCC(=O)N(CCC(=O)O)CCC(=O)O)cc1.CCc1cccc(C(=O)Nc2ccc(C)c(OCC3CO3)c2)c1OCC1CO1,transesterification,,,118.06050000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1613,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CC1C(=O)NCCN1C(=O)c1ccc(C(=O)O)cc1.COc1ccc(C(=O)NC(=O)COC(=O)c2cc(OCC3CO3)cc(OCC3CO3)c2)cc1,transesterification,,,141.1583,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1614,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1c(C(=O)OCC(=O)N(CCC(=O)O)CCC(=O)O)cnn1C.CCOC(=O)c1ccc(NC(=O)C=Cc2cccc(OCC3CO3)c2)c(OCC2CO2)c1,transesterification,,,113.68440000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1615,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCNC(=O)COC(=O)COCCC(=O)O.CC(C)OCc1ccccc1CNC(=O)c1ccc(OCC2CO2)cc1OCC1CO1,transesterification,,,66.10740000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1616,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCCOCCOC(=O)c1ccc(COCC(=O)O)cc1.O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCC(C(=O)O)CC1,transesterification,,,102.3954,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1617,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)OCCN1CCN(C(=O)C(=O)N(CCC(=O)O)CCC(=O)O)CC1.CN(CC(=O)N1CCCC1)C(=O)c1c(OCC2CO2)cccc1OCC1CO1,transesterification,,,57.206800000000044,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1618,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCCNCCNC(=O)C1(CCC(=O)O)CCCC1.O=C(CCNC(=O)C1CO1)NCCC1CO1,transesterification,,,59.43360000000001,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1619,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)N2CCCN(C(=O)C3CC3)CC2)cc1.O=C(Nc1ccccc1)Nc1ccc(C(=O)OCC(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,141.59890000000001,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1620,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCC(CCC(=O)O)C(=O)NCc1ccc2c(c1)CCC2.O=C(Nc1ccccc1CN1CCc2ccccc21)N(CC1CO1)CC1CO1,transesterification,,,116.5179,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1621,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1cc(NC(=O)C(=O)N(CCC(=O)O)CCC(=O)O)ccc1OCCN(C)C.CCOc1ccc(OC(=O)COC(=O)c2cc(OCC3CO3)c3ccccc3c2OCC2CO2)cc1,transesterification,,,79.97580000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1622,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCC(COCC(=O)O)NCCC(=O)Nc1cccc2ccccc12.CC(=O)N1CCN(CCNC(=O)C=Cc2ccc(OCC3CO3)c(OCC3CO3)c2)CC1,transesterification,,,90.23340000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1623,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1ccc(CCCN(CCC(=O)O)CCC(=O)O)cn1.O=C(c1ccc(OCC2CO2)cc1OCC1CO1)N1CCN(Cc2cccc3ccccc23)CC1,transesterification,,,72.21690000000001,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1624,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CNC(=O)c1ccc(NC(=O)C2(C(=O)O)CC2)cc1.c1cc(CN(Cc2ccco2)Cc2ccccc2OCC2CO2)cc(OCC2CO2)c1,transesterification,,,99.8904,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1625,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1cc(CNc2cccc(CC(=O)O)c2)cc(C)c1OCC(=O)O.CCCN(Cc1ccccc1OCC1CO1)C(=O)c1ccc(OCC2CO2)nc1C,transesterification,,,100.76440000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1626,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)(C)C(=O)N1CCC(CNCC(=O)N(CCC(=O)O)CCC(=O)O)CC1.O=C(Nc1ccccc1COc1ccccc1)C(=O)N(CC1CO1)CC1CO1,transesterification,,,131.78360000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1627,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1ccccc1C(=O)NC(CCC(=O)O)(CCC(=O)O)c1ccccc1.N#Cc1cccc(CN(CCC2CO2)CC2CO2)c1,transesterification,,,113.65430000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1628,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCCN(CCOCC(=O)O)C(=O)Nc1ccc(OCc2ccncc2)cc1.COc1ccccc1CN(CC1CO1)CC1CO1,transesterification,,,72.76830000000001,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1629,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)(C)OCc1ccccc1C(=O)Nc1ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc1.CCc1ccc(C(=O)NCCc2ccc(OCC3CO3)cc2)c(OCC2CO2)c1,transesterification,,,141.45140000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1630,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)CNCCNC(=O)CN1CCOCC1.N#Cc1ccccc1Oc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,91.69370000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1631,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)COCCCN(CCOCC(=O)O)CCOCC1CC1.O=C(NCCC1CCCCC1)N(CC1CO1)CC1CO1,transesterification,,,-20.100499999999982,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1632,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)C(=O)NCc1cccc(OCc2ccccn2)c1.CC1CCN(CCN(CC2CO2)CC2CO2)CC1,transesterification,,,50.5052,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1633,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)CNc1ccc(Oc2cccnc2)cc1.COc1ccc(NC(=O)N(CC2CO2)CC2CO2)cc1OCc1ccc2ccccc2n1,transesterification,,,120.8596,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1634,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,COc1cccc(CNC(=O)Nc2ccc(C(=O)N(CCC(=O)O)CCC(=O)O)cc2)c1OC.CC(C)c1ccc(C(=O)N2CCN(C(=O)c3cccc(OCC4CO4)c3)CC2)c(OCC2CO2)c1,transesterification,,,148.0573,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1635,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(C)CCCNCCNC(=O)C(CCC(=O)O)CCC(=O)O.CCN(CC)Cc1cccc(NC(=O)c2ccc3ccc(OCC4CO4)cc3c2OCC2CO2)c1,transesterification,,,95.49940000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1636,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CCOc1cc(C=Cc2cc(C(=O)O)c3ccccc3n2)ccc1OCC(=O)O.CCCN(CCOCC1CO1)C(=O)c1cccc(COCC2CO2)c1,transesterification,,,79.4735,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1637,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(=O)NCC(=O)N1CCC(NCC(=O)N(CCC(=O)O)CCC(=O)O)CC1.COc1cccc(C(=O)NC2CCN(C(=O)c3ccccc3OCC3CO3)CC2)c1OCC1CO1,transesterification,,,90.61470000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1638,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1nc(CN(CCC(=O)O)CC(=O)O)oc1C.O=C(NCCc1ccc(OCC2CO2)c(OCC2CO2)c1)C1CN(C(=O)C2CCCCC2)C1,transesterification,,,49.55200000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1639,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,COc1cc(CNC(=O)COc2ccc(COCC(=O)O)cc2)ccc1OCCOCC(=O)O.O=C(CCCCCc1ccc(OCC2CO2)cc1)N1CCc2ccc(OCC3CO3)cc2C1,transesterification,,,52.41420000000005,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1640,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)c1ccc(NC(=O)CCN2C(=O)c3ccccc3C2=O)cc1.Cc1nc2cc(C(=O)Nc3ccc(C(=O)N(CC4CO4)CC4CO4)cc3)ccc2o1,transesterification,,,194.33840000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1641,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,Cc1ccccc1CN(CCCOCC(=O)O)CCOCC(=O)O.CC(C)(C)c1ccc(NC(=O)C(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)cc1,transesterification,,,62.18530000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1642,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CCOC(=O)CCCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O.CN(C)C(=O)c1ccc(NCC(=O)N(CC2CO2)CC2CO2)cc1,transesterification,,,149.642,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1643,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCN(CCC(=O)O)C(=O)Nc1ccc(Cn2ccnc2)cn1.CCCCOc1cccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)c1,transesterification,,,133.62670000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1644,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CNCc1ccc(OCC(=O)O)cc1.CCn1nc(C)c(NC(=O)NCCc2ccc(OCC3CO3)c(OCC3CO3)c2)c1C,transesterification,,,91.80110000000002,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1645,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,O=C(O)CCCCNCCCCCCNC(=O)COCCCC(=O)O.O=C(NCCC1CO1)c1ccc(C(=O)NCCC2CO2)nc1,transesterification,,,45.67930000000001,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1646,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,N#Cc1ccc2c(c1)CCCN2C(=O)C(CCC(=O)O)CCC(=O)O.COc1ccccc1C(=O)N(CC1CO1)CC1CO1,transesterification,,,129.12580000000003,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
rec_vit_web_vashisth_lab_1647,vashisth_lab,Screened Epoxy-Acid Vitrimer Network,CC(CNC(=O)Cc1ccc(OCc2ccccc2)cc1)(COCC(=O)O)COCC(=O)O.COC(=O)c1cc2cccc(OCC3CO3)c2nc1OCC1CO1,transesterification,,,65.44140000000004,,,,github_repository,,False,api,Extracted from Vashisth Lab screening dataset. Tg converted from Kelvin to Celsius.
